"filename", "language", "TypeScript", "Markdown", "TypeScript JSX", "JSON with Comments", "XML", "JSON", "CSS", "Properties", "JavaScript", "comment", "blank", "total"
"c:\Users\admin\Desktop\commuvemar-frontend\src\services\userW.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 70
"c:\Users\admin\Desktop\commuvemar-frontend\src\services\workers.ts", "TypeScript", 104, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 119
"c:\Users\admin\Desktop\commuvemar-frontend\src\theme\ThemeProvider.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 5, 29
"c:\Users\admin\Desktop\commuvemar-frontend\src\theme\index.ts", "TypeScript", 115, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 122
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\dato.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\email.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\ficha.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\fincas.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\informacionDato.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\inspectors.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\login.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\message.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\productors.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\section.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\sidebar.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\admin\Desktop\commuvemar-frontend\src\types\user.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\datoSchema.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\emailSchema.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\fincaSchema.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\loginSchema.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\productorsSchema.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 50
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\sectionsSchema.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\userSchema.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\workerProductor.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\admin\Desktop\commuvemar-frontend\src\validations\workerSchema.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42
"c:\Users\admin\Desktop\commuvemar-frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"Total", "-", 1659, 24, 9611, 28, 9, 3798, 1642, 2, 6, 276, 1220, 18275
